loss,accuracy,val_loss,val_accuracy
2.322462797164917,0.3941749930381775,1.952026128768921,0.4781999886035919
1.7589292526245117,0.5203499794006348,1.7430771589279175,0.53329998254776
1.546566367149353,0.570900022983551,1.5721895694732666,0.5716999769210815
1.4168109893798828,0.6011250019073486,1.4945924282073975,0.5927000045776367
1.3154877424240112,0.6253250241279602,1.3693912029266357,0.6219000220298767
1.236327886581421,0.6436750292778015,1.4287861585617065,0.6039999723434448
1.1783111095428467,0.6570249795913696,1.3735371828079224,0.6301000118255615
1.1252682209014893,0.6713749766349792,1.3255683183670044,0.6395999789237976
1.0861293077468872,0.679099977016449,1.2603375911712646,0.6644999980926514
1.0432612895965576,0.6920499801635742,1.2836370468139648,0.6588000059127808
1.0090490579605103,0.7000250220298767,1.4136059284210205,0.6225000023841858
0.9838935732841492,0.7048749923706055,1.5028802156448364,0.6176999807357788
0.9546430706977844,0.7131999731063843,1.2911688089370728,0.6607999801635742
0.9258711934089661,0.7209500074386597,1.2339487075805664,0.6820999979972839
0.9058371782302856,0.7245749831199646,1.301240086555481,0.6572999954223633
0.8847967982292175,0.7296000123023987,1.1894323825836182,0.6875
0.8671205043792725,0.7335000038146973,1.7113701105117798,0.5551000237464905
0.8471447229385376,0.741100013256073,1.5017222166061401,0.6209999918937683
0.8328477740287781,0.7449749708175659,1.3514142036437988,0.6485999822616577
0.8203166723251343,0.7462249994277954,1.251975417137146,0.6845999956130981
0.8062884211540222,0.7488250136375427,1.273903727531433,0.6753000020980835
0.7889686226844788,0.7543249726295471,1.4509668350219727,0.6341000199317932
0.773461103439331,0.7601000070571899,1.2445106506347656,0.692300021648407
0.7708932161331177,0.7576249837875366,1.174235224723816,0.7003999948501587
0.7529534697532654,0.7644249796867371,1.6655480861663818,0.5931000113487244
0.7459705471992493,0.7667499780654907,1.3956551551818848,0.6518999934196472
0.7324215769767761,0.7685250043869019,2.700024127960205,0.4796999990940094
0.7279515862464905,0.7706500291824341,1.2988537549972534,0.6804999709129333
0.7178820371627808,0.7729750275611877,1.2084399461746216,0.7084000110626221
0.7073965072631836,0.7767249941825867,2.264340400695801,0.5357000231742859
