accuracy,val_accuracy,loss,val_loss
18.387605119368473,28.274914089347078,3.083272787813538,2.758682315069927
30.358326337648567,32.64604810996563,2.6374680454105435,2.5452786917556085
35.74132166894947,38.144329896907216,2.4568620370109,2.3832278831521503
39.26714679155805,41.292096219931274,2.3261873412815595,2.26163486943507
41.30399564058381,42.51546391752577,2.228587428945853,2.191381317291249
42.89164788877598,44.144329896907216,2.153085275440718,2.1236020146288395
44.071341256866816,44.41237113402062,2.0914706603435196,2.0665562549182703
45.45280490139766,45.78006872852234,2.040352774950724,2.012810781423538
46.54855005228354,48.144329896907216,1.993496973442858,1.9597540733100596
47.81955551628153,48.68041237113402,1.9549601202324078,1.9418371376592123
48.69585708184215,49.48453608247423,1.9186623092447062,1.9070364964493893
49.62223302257765,49.965635738831615,1.887298833532935,1.8831760967534987
50.13328620450964,50.87285223367697,1.859437816705572,1.8405902427407954
50.87703795343083,51.106529209621996,1.8347296983384997,1.825738797915433
51.36452672351581,51.422680412371136,1.812803243483241,1.8240848454619716
51.828451081753784,51.88316151202749,1.7902552207030338,1.803703226989353
52.34981369386883,52.735395189003434,1.7708717415873205,1.7565598760911085
52.846139118396444,52.90721649484536,1.749967889779839,1.7781273536502418
53.45144994771646,53.986254295532646,1.7352969432150924,1.7397336779516999
53.878554912443484,54.054982817869416,1.7181230744986333,1.7287125393290987
54.33216984049839,54.61168384879725,1.7002966749820514,1.6999540562463784
54.62672498858599,54.21993127147766,1.6854828894460034,1.7036246719304877
54.723928187454895,56.21993127147766,1.6737356280542932,1.6619909468205698
55.5221726387723,54.123711340206185,1.6564245747494821,1.7052164501690206
55.57519256542806,55.628865979381445,1.647488732834266,1.6654483616738542
55.815255011119454,55.649484536082475,1.635865087502213,1.657709277590147
56.13632012253494,55.3745704467354,1.6220057445430334,1.647931523392223
56.43971192506517,56.36426116838488,1.6130764011680678,1.6380995912851841
56.7858142240681,55.44329896907217,1.6022076331833328,1.6553868410145995
56.859453011090004,56.69415807560137,1.5950014558330778,1.6262601349577421
56.98611172476767,57.47766323024055,1.5863142604073186,1.605092688858126
57.45003608300564,57.292096219931274,1.5732165116102426,1.59069613496678
57.67095244407134,57.223367697594504,1.563879481251626,1.595510898210542
57.92868819864799,58.103092783505154,1.558585270482297,1.5843828166044374
58.01263641585296,57.72508591065292,1.550591166780449,1.5786022815346499
58.207042813590775,57.40893470790378,1.5421735436175559,1.5938611138464132
58.34401095745151,58.054982817869416,1.5344959465379666,1.5737342505191745
58.54872678537239,57.8213058419244,1.528100055071919,1.5840814694785712
58.90661129029883,58.123711340206185,1.5191794156124205,1.5702369643356218
58.937539580848025,59.45704467353952,1.5172547820517395,1.5362492187155665
59.29542408577446,58.18556701030928,1.5058705388167564,1.551426195408533
59.32929792780453,58.70103092783505,1.5002571278604107,1.543010131185195
59.53106820424454,59.945017182130584,1.4940013278491595,1.5145737079291497
59.65919969366264,59.6426116838488,1.48716800722398,1.525238116303079
59.925772102681925,59.95876288659794,1.4834718949775914,1.518229664574519
60.19381728744164,58.96907216494845,1.4739652487404313,1.5295852608567437
60.329312655561935,59.2852233676976,1.470724232627738,1.5385057216804012
60.15257956670938,60.45360824742268,1.4657012843113322,1.5026959264055433
60.45008026627785,60.06872852233677,1.4612587713395784,1.5056599543777351
60.744635414365455,60.81099656357388,1.4539141501418393,1.4951902354423126
60.588521185879024,60.371134020618555,1.4514143676934874,1.5033277286226885
60.757890396029396,61.333333333333336,1.4453448662612083,1.494436243792956
60.890440212668814,59.718213058419245,1.4407789852663333,1.5197383896761745
61.1570126216881,61.12714776632303,1.436307925639513,1.4851431840213645
61.030353908010426,60.419243986254294,1.4319087026811177,1.4977720412634032
61.33669126202153,59.154639175257735,1.4272430345226124,1.5149745701795818
