accuracy,val_accuracy,loss,val_loss
9.313833782529935,12.735395189003436,3.4254046464484404,3.2801340066149285
16.832353937465943,19.230240549828178,3.1478106878000465,3.0550959552897368
20.89868775681527,22.439862542955325,2.9954700156169687,2.944260536557684
23.084286955625267,23.34020618556701,2.906122921915459,2.8717763914803025
23.735253832898863,23.965635738831615,2.844478510143451,2.818974103076926
24.44071341256867,24.852233676975946,2.797550223853261,2.7771159975349593
25.113771925948836,25.127147766323024,2.75926810092915,2.740435349977951
26.090222241859234,26.33676975945017,2.727045640328792,2.7097491150816118
27.30820777920146,27.168384879725085,2.699779893051631,2.683605989552952
27.807478755209946,27.580756013745706,2.6760785476463096,2.661348637688657
28.146217175510685,27.972508591065292,2.655298158591041,2.6407932590177703
28.55564883135245,28.74914089347079,2.6369305619912136,2.622672986966623
29.23607122343481,29.738831615120276,2.6194925781211507,2.6059026488378567
29.870837567563587,30.914089347079038,2.6040445849142944,2.5904783395038153
30.51002223891368,30.99656357388316,2.589750280138242,2.577510182419813
31.03433040250961,30.852233676975946,2.5767627858556046,2.5645595577093268
31.52771027555634,31.079037800687285,2.5649291505929286,2.5547859045173573
31.848775386971827,32.13745704467354,2.553837497479871,2.5415312083652357
32.13596665635723,32.144329896907216,2.5435336158002855,2.5333925942770863
32.318590848171546,31.986254295532646,2.5342105091418854,2.52539250525533
32.343628035759,32.1786941580756,2.525637411950971,2.5164652921904724
32.43788568314703,32.45360824742268,2.517623290732331,2.508944122862161
32.39664796241476,32.16494845360825,2.5107413598541437,2.501671432846028
32.46881397369623,32.45360824742268,2.5032642279278106,2.4962421064571507
32.63818318384659,32.47422680412371,2.496972815446101,2.489629043161041
32.68825755902149,33.05154639175258,2.4909729042248285,2.485023636142447
32.85762676917186,33.07903780068729,2.4855539885827627,2.479724211157153
32.87382730231668,32.735395189003434,2.4800658694987665,2.475015715542967
32.9563027437812,32.707903780068726,2.475382958620801,2.4689944417798064
33.1963651894726,32.48109965635739,2.47066999118271,2.4668742542911835
33.21845682557917,33.65635738831615,2.466082620492445,2.4619901048615462
33.48944756181976,33.876288659793815,2.4617967419950104,2.4562572476159232
33.561613573101226,33.512027491408936,2.4579833146383048,2.4525815507181843
33.70300004418327,33.3745704467354,2.4545974111852207,2.45232996520076
33.76338384954123,33.628865979381445,2.4502349322874557,2.445708723047121
33.81345822471612,33.202749140893474,2.4470895669022603,2.4436546974943165
