loss,accuracy,val_loss,val_accuracy
2.095477819442749,0.44643115997314453,1.7623838186264038,0.5124355554580688
1.5102788209915161,0.5814526677131653,1.4993820190429688,0.5836340188980103
1.3073621988296509,0.6303741931915283,1.34801185131073,0.628608226776123
1.1898622512817383,0.6588218212127686,1.2756764888763428,0.6398839950561523
1.0989080667495728,0.6793601512908936,1.2147541046142578,0.665141761302948
1.032964825630188,0.695935845375061,1.2549270391464233,0.6567654609680176
0.9753095507621765,0.7085810303688049,1.2899447679519653,0.642139196395874
0.9276646971702576,0.7214838862419128,1.1953773498535156,0.6673324704170227
0.8876630663871765,0.7326632142066956,1.165472388267517,0.6771907210350037
0.8521605134010315,0.7402664422988892,1.1597585678100586,0.682603120803833
0.8186320066452026,0.7512041330337524,1.151043176651001,0.6894974112510681
0.7914180159568787,0.7565843462944031,1.0410380363464355,0.7198453545570374
0.7678931355476379,0.7639298439025879,1.1134612560272217,0.7045747637748718
0.7469797134399414,0.7694872617721558,1.133034110069275,0.7057345509529114
0.7276495099067688,0.7758017778396606,1.1312414407730103,0.705283522605896
0.7109355926513672,0.779877245426178,1.0707393884658813,0.723646879196167
0.6901861429214478,0.7850319743156433,1.0907565355300903,0.7212628722190857
0.6818192601203918,0.7865139842033386,1.1213500499725342,0.7121133804321289
0.6646527051925659,0.7915236949920654,1.0767544507980347,0.728608250617981
0.6469553112983704,0.7965656518936157,1.0514973402023315,0.7375644445419312
0.6381942629814148,0.7989980578422546,1.1571320295333862,0.7067654728889465
0.6270123720169067,0.8020586967468262,1.0291012525558472,0.7473582625389099
0.6143445372581482,0.8069395422935486,1.087096929550171,0.7380154728889465
0.6072337031364441,0.8069395422935486,1.0762536525726318,0.7320876121520996
0.598831057548523,0.8109989166259766,1.1203876733779907,0.726353108882904
0.5899114012718201,0.8129479885101318,1.0272161960601807,0.7467783689498901
0.5782304406166077,0.8149777054786682,1.0289541482925415,0.7511597871780396
0.5699340105056763,0.8177000284194946,1.1296933889389038,0.7277706265449524
0.5637410879135132,0.8197135925292969,1.2232288122177124,0.6974871158599854
0.5542587637901306,0.8224037289619446,1.1501024961471558,0.7329896688461304
